% _Annual_D-N__________________ L-OTI(^S^o^N^C) Change 1957-2020                  
%   i   j     lon     lat    array(i,j)
 165  72  149.00   53.00        1.1467
 166  72  151.00   53.00        0.9018
 167  72  153.00   53.00        1.4418
 168  72  155.00   53.00        1.9818
 169  72  157.00   53.00        1.8083
 170  72  159.00   53.00        1.2881
 171  72  161.00   53.00        1.2881
 172  72  163.00   53.00        0.8177
 173  72  165.00   53.00        0.8177
 174  72  167.00   53.00        0.7875
 175  72  169.00   53.00        0.7774
 176  72  171.00   53.00        1.0787
 177  72  173.00   53.00        1.3800
 178  72  175.00   53.00        1.2206
 179  72  177.00   53.00        0.7424
 180  72  179.00   53.00        0.7424
   1  73 -179.00   55.00        0.9947
   2  73 -177.00   55.00        0.9947
   3  73 -175.00   55.00        0.9414
   4  73 -173.00   55.00        0.9236
   5  73 -171.00   55.00        1.1756
   6  73 -169.00   55.00        1.4276
   7  73 -167.00   55.00        1.5180
   8  73 -165.00   55.00        1.7893
   9  73 -163.00   55.00        1.7893
  10  73 -161.00   55.00        1.5133
  11  73 -159.00   55.00        1.5133
  12  73 -157.00   55.00        1.0166
  13  73 -155.00   55.00        0.8510
  14  73 -153.00   55.00        0.7692
  15  73 -151.00   55.00        0.6874
  16  73 -149.00   55.00        0.6839
  17  73 -147.00   55.00        0.6737
  18  73 -145.00   55.00        0.6737
  19  73 -143.00   55.00        0.7590
  20  73 -141.00   55.00        0.7590
  21  73 -139.00   55.00        0.7665
  22  73 -137.00   55.00        0.7690
  23  73 -135.00   55.00        1.0367
  24  73 -133.00   55.00        1.3044
  25  73 -131.00   55.00        1.2791
  26  73 -129.00   55.00        1.2029
  27  73 -127.00   55.00        1.2029
  28  73 -125.00   55.00        1.1644
  29  73 -123.00   55.00        1.1644
  30  73 -121.00   55.00        1.1716
  31  73 -119.00   55.00        1.1741
  32  73 -117.00   55.00        1.1971
  33  73 -115.00   55.00        1.2201
  34  73 -113.00   55.00        1.2349
  35  73 -111.00   55.00        1.2794
  36  73 -109.00   55.00        1.2794
  37  73 -107.00   55.00        1.3173
  38  73 -105.00   55.00        1.3173
  39  73 -103.00   55.00        1.3389
  40  73 -101.00   55.00        1.3462
  41  73  -99.00   55.00        1.3768
  42  73  -97.00   55.00        1.4074
  43  73  -95.00   55.00        1.4325
  44  73  -93.00   55.00        1.5077
  45  73  -91.00   55.00        1.5077
  46  73  -89.00   55.00        1.6240
  47  73  -87.00   55.00        1.6240
  48  73  -85.00   55.00        1.6513
  49  73  -83.00   55.00        1.6605
  50  73  -81.00   55.00        1.6465
  51  73  -79.00   55.00        1.6325
  52  73  -77.00   55.00        1.6145
  53  73  -75.00   55.00        1.5605
  54  73  -73.00   55.00        1.5605
  55  73  -71.00   55.00        1.4910
  56  73  -69.00   55.00        1.4910
  57  73  -67.00   55.00        1.4412
  58  73  -65.00   55.00        1.4246
  59  73  -63.00   55.00        1.3926
  60  73  -61.00   55.00        1.3605
  61  73  -59.00   55.00        1.3773
  62  73  -57.00   55.00        1.4275
  63  73  -55.00   55.00        1.4275
  64  73  -53.00   55.00        1.1987
  65  73  -51.00   55.00        1.1987
  66  73  -49.00   55.00        0.8602
  67  73  -47.00   55.00        0.7473
  68  73  -45.00   55.00        0.5559
  69  73  -43.00   55.00        0.3645
  70  73  -41.00   55.00        0.3032
  71  73  -39.00   55.00        0.1192
  72  73  -37.00   55.00        0.1192
  73  73  -35.00   55.00        0.0683
  74  73  -33.00   55.00        0.0683
  75  73  -31.00   55.00        0.0882
  76  73  -29.00   55.00        0.0949
  77  73  -27.00   55.00        0.1563
  78  73  -25.00   55.00        0.2177
  79  73  -23.00   55.00        0.2520
  80  73  -21.00   55.00        0.3547
  81  73  -19.00   55.00        0.3547
  82  73  -17.00   55.00        0.4687
  83  73  -15.00   55.00        0.4687
  84  73  -13.00   55.00        0.8718
  85  73  -11.00   55.00        1.0062
  86  73   -9.00   55.00        1.2771
  87  73   -7.00   55.00        1.5480
  88  73   -5.00   55.00        1.6110
  89  73   -3.00   55.00        1.7999
  90  73   -1.00   55.00        1.7999
  91  73    1.00   55.00        1.3188
  92  73    3.00   55.00        1.3188
  93  73    5.00   55.00        1.6383
  94  73    7.00   55.00        1.7449
  95  73    9.00   55.00        1.9246
  96  73   11.00   55.00        2.1044
  97  73   13.00   55.00        2.1166
  98  73   15.00   55.00        2.1533
  99  73   17.00   55.00        2.1533
 100  73   19.00   55.00        2.1943
 101  73   21.00   55.00        2.1943
 102  73   23.00   55.00        2.2317
 103  73   25.00   55.00        2.2441
 104  73   27.00   55.00        2.2709
 105  73   29.00   55.00        2.2976
 106  73   31.00   55.00        2.3046
 107  73   33.00   55.00        2.3255
 108  73   35.00   55.00        2.3255
 109  73   37.00   55.00        2.3059
 110  73   39.00   55.00        2.3059
 111  73   41.00   55.00        2.2568
 112  73   43.00   55.00        2.2404
 113  73   45.00   55.00        2.1999
 114  73   47.00   55.00        2.1595
 115  73   49.00   55.00        2.1394
 116  73   51.00   55.00        2.0792
 117  73   53.00   55.00        2.0792
 118  73   55.00   55.00        2.0066
 119  73   57.00   55.00        2.0066
 120  73   59.00   55.00        1.9669
 121  73   61.00   55.00        1.9537
 122  73   63.00   55.00        1.9417
 123  73   65.00   55.00        1.9297
 124  73   67.00   55.00        1.9367
 125  73   69.00   55.00        1.9578
 126  73   71.00   55.00        1.9578
 127  73   73.00   55.00        2.0182
 128  73   75.00   55.00        2.0182
 129  73   77.00   55.00        2.0701
 130  73   79.00   55.00        2.0874
 131  73   81.00   55.00        2.1154
 132  73   83.00   55.00        2.1435
 133  73   85.00   55.00        2.1529
 134  73   87.00   55.00        2.1812
 135  73   89.00   55.00        2.1812
 136  73   91.00   55.00        2.2097
 137  73   93.00   55.00        2.2097
 138  73   95.00   55.00        2.2272
 139  73   97.00   55.00        2.2331
 140  73   99.00   55.00        2.2352
 141  73  101.00   55.00        2.2374
 142  73  103.00   55.00        2.2328
 143  73  105.00   55.00        2.2192
 144  73  107.00   55.00        2.2192
 145  73  109.00   55.00        2.1969
 146  73  111.00   55.00        2.1969
 147  73  113.00   55.00        2.1955
 148  73  115.00   55.00        2.1950
 149  73  117.00   55.00        2.2058
 150  73  119.00   55.00        2.2167
 151  73  121.00   55.00        2.2205
 152  73  123.00   55.00        2.2320
 153  73  125.00   55.00        2.2320
 154  73  127.00   55.00        2.2154
 155  73  129.00   55.00        2.2154
 156  73  131.00   55.00        2.1818
 157  73  133.00   55.00        2.1706
 158  73  135.00   55.00        2.1443
 159  73  137.00   55.00        2.1180
 160  73  139.00   55.00        2.1071
 161  73  141.00   55.00        2.0744
 162  73  143.00   55.00        2.0744
 163  73  145.00   55.00        2.0595
 164  73  147.00   55.00        2.0595
 165  73  149.00   55.00        1.2050
 166  73  151.00   55.00        0.9201
 167  73  153.00   55.00        1.4995
 168  73  155.00   55.00        2.0789
 169  73  157.00   55.00        2.0702
 170  73  159.00   55.00        2.0439
 171  73  161.00   55.00        2.0439
 172  73  163.00   55.00        1.0699
 173  73  165.00   55.00        1.0699
 174  73  167.00   55.00        1.0385
 175  73  169.00   55.00        1.0280
 176  73  171.00   55.00        1.0123
 177  73  173.00   55.00        0.9965
 178  73  175.00   55.00        1.0031
 179  73  177.00   55.00        1.0228
 180  73  179.00   55.00        1.0228
   1  74 -179.00   57.00        1.1965
   2  74 -177.00   57.00        1.1965
   3  74 -175.00   57.00        1.2263
   4  74 -173.00   57.00        1.2362
   5  74 -171.00   57.00        1.7604
   6  74 -169.00   57.00        2.2846
   7  74 -167.00   57.00        2.1517
   8  74 -165.00   57.00        1.7532
   9  74 -163.00   57.00        1.7532
  10  74 -161.00   57.00        2.2264
  11  74 -159.00   57.00        2.2264
  12  74 -157.00   57.00        1.6618
  13  74 -155.00   57.00        1.4736
  14  74 -153.00   57.00        1.3909
  15  74 -151.00   57.00        1.3082
  16  74 -149.00   57.00        1.1468
  17  74 -147.00   57.00        0.6624
  18  74 -145.00   57.00        0.6624
  19  74 -143.00   57.00        0.7489
  20  74 -141.00   57.00        0.7489
  21  74 -139.00   57.00        1.0942
  22  74 -137.00   57.00        1.2093
  23  74 -135.00   57.00        1.3675
  24  74 -133.00   57.00        1.5258
  25  74 -131.00   57.00        1.4975
  26  74 -129.00   57.00        1.4125
  27  74 -127.00   57.00        1.4125
  28  74 -125.00   57.00        1.3511
  29  74 -123.00   57.00        1.3511
  30  74 -121.00   57.00        1.3426
  31  74 -119.00   57.00        1.3397
  32  74 -117.00   57.00        1.3548
  33  74 -115.00   57.00        1.3699
  34  74 -113.00   57.00        1.3804
  35  74 -111.00   57.00        1.4118
  36  74 -109.00   57.00        1.4118
  37  74 -107.00   57.00        1.4401
  38  74 -105.00   57.00        1.4401
  39  74 -103.00   57.00        1.4749
  40  74 -101.00   57.00        1.4865
  41  74  -99.00   57.00        1.5309
  42  74  -97.00   57.00        1.5753
  43  74  -95.00   57.00        1.6085
  44  74  -93.00   57.00        1.7079
  45  74  -91.00   57.00        1.7079
  46  74  -89.00   57.00        1.8204
  47  74  -87.00   57.00        1.8204
  48  74  -85.00   57.00        1.8001
  49  74  -83.00   57.00        1.7933
  50  74  -81.00   57.00        1.7426
  51  74  -79.00   57.00        1.6919
  52  74  -77.00   57.00        1.6553
  53  74  -75.00   57.00        1.5453
  54  74  -73.00   57.00        1.5453
  55  74  -71.00   57.00        1.4437
  56  74  -69.00   57.00        1.4437
  57  74  -67.00   57.00        1.3867
  58  74  -65.00   57.00        1.3677
  59  74  -63.00   57.00        1.3293
  60  74  -61.00   57.00        1.2910
  61  74  -59.00   57.00        1.3482
  62  74  -57.00   57.00        1.5199
  63  74  -55.00   57.00        1.5199
  64  74  -53.00   57.00        1.1660
  65  74  -51.00   57.00        1.1660
  66  74  -49.00   57.00        0.8972
  67  74  -47.00   57.00        0.8076
  68  74  -45.00   57.00        0.6185
  69  74  -43.00   57.00        0.4294
  70  74  -41.00   57.00        0.3535
  71  74  -39.00   57.00        0.1257
  72  74  -37.00   57.00        0.1257
  73  74  -35.00   57.00        0.0337
  74  74  -33.00   57.00        0.0337
  75  74  -31.00   57.00        0.0366
  76  74  -29.00   57.00        0.0376
  77  74  -27.00   57.00        0.0947
  78  74  -25.00   57.00        0.1517
  79  74  -23.00   57.00        0.1877
  80  74  -21.00   57.00        0.2958
  81  74  -19.00   57.00        0.2958
  82  74  -17.00   57.00        0.4244
  83  74  -15.00   57.00        0.4244
  84  74  -13.00   57.00        0.5372
  85  74  -11.00   57.00        0.5747
  86  74   -9.00   57.00        1.0531
  87  74   -7.00   57.00        1.5315
  88  74   -5.00   57.00        1.5925
  89  74   -3.00   57.00        1.7754
  90  74   -1.00   57.00        1.7754
  91  74    1.00   57.00        1.1203
  92  74    3.00   57.00        1.1203
  93  74    5.00   57.00        1.5184
  94  74    7.00   57.00        1.6511
  95  74    9.00   57.00        1.8776
  96  74   11.00   57.00        2.1040
  97  74   13.00   57.00        2.1186
  98  74   15.00   57.00        2.1623
  99  74   17.00   57.00        2.1623
 100  74   19.00   57.00        2.2128
 101  74   21.00   57.00        2.2128
 102  74   23.00   57.00        2.2590
 103  74   25.00   57.00        2.2744
 104  74   27.00   57.00        2.3037
 105  74   29.00   57.00        2.3331
 106  74   31.00   57.00        2.3387
 107  74   33.00   57.00        2.3555
 108  74   35.00   57.00        2.3555
 109  74   37.00   57.00        2.3272
 110  74   39.00   57.00        2.3272
 111  74   41.00   57.00        2.2746
 112  74   43.00   57.00        2.2571
 113  74   45.00   57.00        2.2120
 114  74   47.00   57.00        2.1670
 115  74   49.00   57.00        2.1471
 116  74   51.00   57.00        2.0875
 117  74   53.00   57.00        2.0875
 118  74   55.00   57.00        2.0215
 119  74   57.00   57.00        2.0215
 120  74   59.00   57.00        1.9908
 121  74   61.00   57.00        1.9806
 122  74   63.00   57.00        1.9767
 123  74   65.00   57.00        1.9728
 124  74   67.00   57.00        1.9819
 125  74   69.00   57.00        2.0089
 126  74   71.00   57.00        2.0089
 127  74   73.00   57.00        2.0731
 128  74   75.00   57.00        2.0731
 129  74   77.00   57.00        2.1214
 130  74   79.00   57.00        2.1375
 131  74   81.00   57.00        2.1642
 132  74   83.00   57.00        2.1910
 133  74   85.00   57.00        2.2004
 134  74   87.00   57.00        2.2285
 135  74   89.00   57.00        2.2285
 136  74   91.00   57.00        2.2531
 137  74   93.00   57.00        2.2531
 138  74   95.00   57.00        2.2684
 139  74   97.00   57.00        2.2735
 140  74   99.00   57.00        2.2778
 141  74  101.00   57.00        2.2821
 142  74  103.00   57.00        2.2795
 143  74  105.00   57.00        2.2718
 144  74  107.00   57.00        2.2718
 145  74  109.00   57.00        2.2600
 146  74  111.00   57.00        2.2600
 147  74  113.00   57.00        2.2627
 148  74  115.00   57.00        2.2637
 149  74  117.00   57.00        2.2754
 150  74  119.00   57.00        2.2871
 151  74  121.00   57.00        2.2917
 152  74  123.00   57.00        2.3054
 153  74  125.00   57.00        2.3054
 154  74  127.00   57.00        2.3052
 155  74  129.00   57.00        2.3052
 156  74  131.00   57.00        2.2872
 157  74  133.00   57.00        2.2813
 158  74  135.00   57.00        2.2641
 159  74  137.00   57.00        2.2470
 160  74  139.00   57.00        2.2424
 161  74  141.00   57.00        2.2287
 162  74  143.00   57.00        2.2287
 163  74  145.00   57.00        2.2180
 164  74  147.00   57.00        2.2180
 165  74  149.00   57.00        1.6750
 166  74  151.00   57.00        1.4941
 167  74  153.00   57.00        1.8381
 168  74  155.00   57.00        2.1822
 169  74  157.00   57.00        2.1698
 170  74  159.00   57.00        2.1328
 171  74  161.00   57.00        2.1328
 172  74  163.00   57.00        1.6190
 173  74  165.00   57.00        1.6190
 174  74  167.00   57.00        1.3723
 175  74  169.00   57.00        1.2900
 176  74  171.00   57.00        1.2848
 177  74  173.00   57.00        1.2795
 178  74  175.00   57.00        1.2774
 179  74  177.00   57.00        1.2710
 180  74  179.00   57.00        1.2710
   1  75 -179.00   59.00        1.3749
   2  75 -177.00   59.00        1.3749
   3  75 -175.00   59.00        1.7174
   4  75 -173.00   59.00        1.8316
   5  75 -171.00   59.00        2.0940
   6  75 -169.00   59.00        2.3564
   7  75 -167.00   59.00        2.3454
   8  75 -165.00   59.00        2.3124
   9  75 -163.00   59.00        2.3124
  10  75 -161.00   59.00        2.2953
  11  75 -159.00   59.00        2.2953
  12  75 -157.00   59.00        2.2753
  13  75 -155.00   59.00        2.2687
  14  75 -153.00   59.00        2.2324
  15  75 -151.00   59.00        2.1961
  16  75 -149.00   59.00        1.9384
  17  75 -147.00   59.00        1.1654
  18  75 -145.00   59.00        1.1654
  19  75 -143.00   59.00        1.1923
  20  75 -141.00   59.00        1.1923
  21  75 -139.00   59.00        1.6981
  22  75 -137.00   59.00        1.8666
  23  75 -135.00   59.00        1.8108
  24  75 -133.00   59.00        1.7550
  25  75 -131.00   59.00        1.7326
  26  75 -129.00   59.00        1.6653
  27  75 -127.00   59.00        1.6653
  28  75 -125.00   59.00        1.6116
  29  75 -123.00   59.00        1.6116
  30  75 -121.00   59.00        1.5973
  31  75 -119.00   59.00        1.5925
  32  75 -117.00   59.00        1.6015
  33  75 -115.00   59.00        1.6105
  34  75 -113.00   59.00        1.6157
  35  75 -111.00   59.00        1.6312
  36  75 -109.00   59.00        1.6312
  37  75 -107.00   59.00        1.6526
  38  75 -105.00   59.00        1.6526
  39  75 -103.00   59.00        1.6964
  40  75 -101.00   59.00        1.7110
  41  75  -99.00   59.00        1.7663
  42  75  -97.00   59.00        1.8215
  43  75  -95.00   59.00        1.8550
  44  75  -93.00   59.00        1.9555
  45  75  -91.00   59.00        1.9555
  46  75  -89.00   59.00        2.0001
  47  75  -87.00   59.00        2.0001
  48  75  -85.00   59.00        1.9178
  49  75  -83.00   59.00        1.8904
  50  75  -81.00   59.00        1.8062
  51  75  -79.00   59.00        1.7221
  52  75  -77.00   59.00        1.6734
  53  75  -75.00   59.00        1.5274
  54  75  -73.00   59.00        1.5274
  55  75  -71.00   59.00        1.3999
  56  75  -69.00   59.00        1.3999
  57  75  -67.00   59.00        1.3318
  58  75  -65.00   59.00        1.3091
  59  75  -63.00   59.00        1.2671
  60  75  -61.00   59.00        1.2251
  61  75  -59.00   59.00        1.2907
  62  75  -57.00   59.00        1.4873
  63  75  -55.00   59.00        1.4873
  64  75  -53.00   59.00        1.2314
  65  75  -51.00   59.00        1.2314
  66  75  -49.00   59.00        1.0335
  67  75  -47.00   59.00        0.9675
  68  75  -45.00   59.00        0.8447
  69  75  -43.00   59.00        0.7219
  70  75  -41.00   59.00        0.6697
  71  75  -39.00   59.00        0.5133
  72  75  -37.00   59.00        0.5133
  73  75  -35.00   59.00        0.4557
  74  75  -33.00   59.00        0.4557
  75  75  -31.00   59.00        0.1391
  76  75  -29.00   59.00        0.0336
  77  75  -27.00   59.00        0.0736
  78  75  -25.00   59.00        0.1136
  79  75  -23.00   59.00        0.1504
  80  75  -21.00   59.00        0.2607
  81  75  -19.00   59.00        0.2607
  82  75  -17.00   59.00        0.4042
  83  75  -15.00   59.00        0.4042
  84  75  -13.00   59.00        0.5157
  85  75  -11.00   59.00        0.5529
  86  75   -9.00   59.00        0.8901
  87  75   -7.00   59.00        1.2272
  88  75   -5.00   59.00        1.3623
  89  75   -3.00   59.00        1.7676
  90  75   -1.00   59.00        1.7676
  91  75    1.00   59.00        1.0070
  92  75    3.00   59.00        1.0070
  93  75    5.00   59.00        1.7733
  94  75    7.00   59.00        2.0287
  95  75    9.00   59.00        2.0705
  96  75   11.00   59.00        2.1123
  97  75   13.00   59.00        2.1284
  98  75   15.00   59.00        2.1765
  99  75   17.00   59.00        2.1765
 100  75   19.00   59.00        2.2316
 101  75   21.00   59.00        2.2316
 102  75   23.00   59.00        2.2771
 103  75   25.00   59.00        2.2922
 104  75   27.00   59.00        2.3182
 105  75   29.00   59.00        2.3442
 106  75   31.00   59.00        2.3484
 107  75   33.00   59.00        2.3611
 108  75   35.00   59.00        2.3611
 109  75   37.00   59.00        2.3336
 110  75   39.00   59.00        2.3336
 111  75   41.00   59.00        2.2866
 112  75   43.00   59.00        2.2709
 113  75   45.00   59.00        2.2278
 114  75   47.00   59.00        2.1848
 115  75   49.00   59.00        2.1668
 116  75   51.00   59.00        2.1129
 117  75   53.00   59.00        2.1129
 118  75   55.00   59.00        2.0629
 119  75   57.00   59.00        2.0629
 120  75   59.00   59.00        2.0460
 121  75   61.00   59.00        2.0404
 122  75   63.00   59.00        2.0465
 123  75   65.00   59.00        2.0527
 124  75   67.00   59.00        2.0638
 125  75   69.00   59.00        2.0969
 126  75   71.00   59.00        2.0969
 127  75   73.00   59.00        2.1608
 128  75   75.00   59.00        2.1608
 129  75   77.00   59.00        2.2049
 130  75   79.00   59.00        2.2196
 131  75   81.00   59.00        2.2436
 132  75   83.00   59.00        2.2677
 133  75   85.00   59.00        2.2764
 134  75   87.00   59.00        2.3025
 135  75   89.00   59.00        2.3025
 136  75   91.00   59.00        2.3260
 137  75   93.00   59.00        2.3260
 138  75   95.00   59.00        2.3388
 139  75   97.00   59.00        2.3430
 140  75   99.00   59.00        2.3466
 141  75  101.00   59.00        2.3502
 142  75  103.00   59.00        2.3503
 143  75  105.00   59.00        2.3505
 144  75  107.00   59.00        2.3505
 145  75  109.00   59.00        2.3510
 146  75  111.00   59.00        2.3510
 147  75  113.00   59.00        2.3567
 148  75  115.00   59.00        2.3586
 149  75  117.00   59.00        2.3675
 150  75  119.00   59.00        2.3764
 151  75  121.00   59.00        2.3798
 152  75  123.00   59.00        2.3902
 153  75  125.00   59.00        2.3902
 154  75  127.00   59.00        2.3972
 155  75  129.00   59.00        2.3972
 156  75  131.00   59.00        2.3915
 157  75  133.00   59.00        2.3896
 158  75  135.00   59.00        2.3838
 159  75  137.00   59.00        2.3780
 160  75  139.00   59.00        2.3777
 161  75  141.00   59.00        2.3768
 162  75  143.00   59.00        2.3768
 163  75  145.00   59.00        2.3679
 164  75  147.00   59.00        2.3679
 165  75  149.00   59.00        2.3449
 166  75  151.00   59.00        2.3373
 167  75  153.00   59.00        2.3149
 168  75  155.00   59.00        2.2925
 169  75  157.00   59.00        2.2781
 170  75  159.00   59.00        2.2351
 171  75  161.00   59.00        2.2351
 172  75  163.00   59.00        2.1671
 173  75  165.00   59.00        2.1671
 174  75  167.00   59.00        1.8187
 175  75  169.00   59.00        1.7025
 176  75  171.00   59.00        1.5927
 177  75  173.00   59.00        1.4830
 178  75  175.00   59.00        1.4679
 179  75  177.00   59.00        1.4227
 180  75  179.00   59.00        1.4227
   1  76 -179.00   61.00        1.7321
   2  76 -177.00   61.00        1.7321
   3  76 -175.00   61.00        2.3318
   4  76 -173.00   61.00        2.5317
   5  76 -171.00   61.00        2.4843
   6  76 -169.00   61.00        2.4369
   7  76 -167.00   61.00        2.4222
   8  76 -165.00   61.00        2.3778
   9  76 -163.00   61.00        2.3778
  10  76 -161.00   61.00        2.3481
  11  76 -159.00   61.00        2.3481
  12  76 -157.00   61.00        2.3284
  13  76 -155.00   61.00        2.3219
  14  76 -153.00   61.00        2.2903
  15  76 -151.00   61.00        2.2588
  16  76 -149.00   61.00        2.2441
  17  76 -147.00   61.00        2.1999
  18  76 -145.00   61.00        2.1999
  19  76 -143.00   61.00        2.1234
  20  76 -141.00   61.00        2.1234
  21  76 -139.00   61.00        2.0613
  22  76 -137.00   61.00        2.0406
  23  76 -135.00   61.00        2.0032
  24  76 -133.00   61.00        1.9657
  25  76 -131.00   61.00        1.9551
  26  76 -129.00   61.00        1.9230
  27  76 -127.00   61.00        1.9230
  28  76 -125.00   61.00        1.8998
  29  76 -123.00   61.00        1.8998
  30  76 -121.00   61.00        1.8968
  31  76 -119.00   61.00        1.8958
  32  76 -117.00   61.00        1.9054
  33  76 -115.00   61.00        1.9150
  34  76 -113.00   61.00        1.9169
  35  76 -111.00   61.00        1.9225
  36  76 -109.00   61.00        1.9225
  37  76 -107.00   61.00        1.9366
  38  76 -105.00   61.00        1.9366
  39  76 -103.00   61.00        1.9795
  40  76 -101.00   61.00        1.9938
  41  76  -99.00   61.00        2.0449
  42  76  -97.00   61.00        2.0960
  43  76  -95.00   61.00        2.1127
  44  76  -93.00   61.00        2.1630
  45  76  -91.00   61.00        2.1630
  46  76  -89.00   61.00        2.1029
  47  76  -87.00   61.00        2.1029
  48  76  -85.00   61.00        1.9838
  49  76  -83.00   61.00        1.9441
  50  76  -81.00   61.00        1.8464
  51  76  -79.00   61.00        1.7488
  52  76  -77.00   61.00        1.6971
  53  76  -75.00   61.00        1.5420
  54  76  -73.00   61.00        1.5420
  55  76  -71.00   61.00        1.3939
  56  76  -69.00   61.00        1.3939
  57  76  -67.00   61.00        1.3161
  58  76  -65.00   61.00        1.2902
  59  76  -63.00   61.00        1.2464
  60  76  -61.00   61.00        1.2026
  61  76  -59.00   61.00        1.2797
  62  76  -57.00   61.00        1.5110
  63  76  -55.00   61.00        1.5110
  64  76  -53.00   61.00        1.3232
  65  76  -51.00   61.00        1.3232
  66  76  -49.00   61.00        1.2065
  67  76  -47.00   61.00        1.1675
  68  76  -45.00   61.00        1.1809
  69  76  -43.00   61.00        1.1943
  70  76  -41.00   61.00        1.2038
  71  76  -39.00   61.00        1.2322
  72  76  -37.00   61.00        1.2322
  73  76  -35.00   61.00        1.2849
  74  76  -33.00   61.00        1.2849
  75  76  -31.00   61.00        0.3731
  76  76  -29.00   61.00        0.0692
  77  76  -27.00   61.00        0.0952
  78  76  -25.00   61.00        0.1213
  79  76  -23.00   61.00        0.2055
  80  76  -21.00   61.00        0.4580
  81  76  -19.00   61.00        0.4580
  82  76  -17.00   61.00        0.4088
  83  76  -15.00   61.00        0.4088
  84  76  -13.00   61.00        0.5186
  85  76  -11.00   61.00        0.5553
  86  76   -9.00   61.00        0.6782
  87  76   -7.00   61.00        0.8012
  88  76   -5.00   61.00        0.9981
  89  76   -3.00   61.00        1.5890
  90  76   -1.00   61.00        1.5890
  91  76    1.00   61.00        0.9498
  92  76    3.00   61.00        0.9498
  93  76    5.00   61.00        1.7676
  94  76    7.00   61.00        2.0401
  95  76    9.00   61.00        2.0834
  96  76   11.00   61.00        2.1266
  97  76   13.00   61.00        2.1429
  98  76   15.00   61.00        2.1915
  99  76   17.00   61.00        2.1915
 100  76   19.00   61.00        2.2443
 101  76   21.00   61.00        2.2443
 102  76   23.00   61.00        2.2827
 103  76   25.00   61.00        2.2956
 104  76   27.00   61.00        2.3152
 105  76   29.00   61.00        2.3347
 106  76   31.00   61.00        2.3381
 107  76   33.00   61.00        2.3482
 108  76   35.00   61.00        2.3482
 109  76   37.00   61.00        2.3302
 110  76   39.00   61.00        2.3302
 111  76   41.00   61.00        2.2954
 112  76   43.00   61.00        2.2838
 113  76   45.00   61.00        2.2488
 114  76   47.00   61.00        2.2138
 115  76   49.00   61.00        2.1997
 116  76   51.00   61.00        2.1575
 117  76   53.00   61.00        2.1575
 118  76   55.00   61.00        2.1327
 119  76   57.00   61.00        2.1327
 120  76   59.00   61.00        2.1342
 121  76   61.00   61.00        2.1347
 122  76   63.00   61.00        2.1496
 123  76   65.00   61.00        2.1644
 124  76   67.00   61.00        2.1781
 125  76   69.00   61.00        2.2192
 126  76   71.00   61.00        2.2192
 127  76   73.00   61.00        2.2858
 128  76   75.00   61.00        2.2858
 129  76   77.00   61.00        2.3272
 130  76   79.00   61.00        2.3409
 131  76   81.00   61.00        2.3607
 132  76   83.00   61.00        2.3805
 133  76   85.00   61.00        2.3872
 134  76   87.00   61.00        2.4071
 135  76   89.00   61.00        2.4071
 136  76   91.00   61.00        2.4267
 137  76   93.00   61.00        2.4267
 138  76   95.00   61.00        2.4389
 139  76   97.00   61.00        2.4430
 140  76   99.00   61.00        2.4453
 141  76  101.00   61.00        2.4476
 142  76  103.00   61.00        2.4503
 143  76  105.00   61.00        2.4584
 144  76  107.00   61.00        2.4584
 145  76  109.00   61.00        2.4630
 146  76  111.00   61.00        2.4630
 147  76  113.00   61.00        2.4688
 148  76  115.00   61.00        2.4707
 149  76  117.00   61.00        2.4744
 150  76  119.00   61.00        2.4782
 151  76  121.00   61.00        2.4798
 152  76  123.00   61.00        2.4847
 153  76  125.00   61.00        2.4847
 154  76  127.00   61.00        2.4906
 155  76  129.00   61.00        2.4906
 156  76  131.00   61.00        2.4935
 157  76  133.00   61.00        2.4944
 158  76  135.00   61.00        2.4981
 159  76  137.00   61.00        2.5018
 160  76  139.00   61.00        2.5043
 161  76  141.00   61.00        2.5116
 162  76  143.00   61.00        2.5116
 163  76  145.00   61.00        2.5069
 164  76  147.00   61.00        2.5069
 165  76  149.00   61.00        2.4814
 166  76  151.00   61.00        2.4729
 167  76  153.00   61.00        2.4418
 168  76  155.00   61.00        2.4108
 169  76  157.00   61.00        2.3964
 170  76  159.00   61.00        2.3534
 171  76  161.00   61.00        2.3534
 172  76  163.00   61.00        2.3028
 173  76  165.00   61.00        2.3028
 174  76  167.00   61.00        2.2821
 175  76  169.00   61.00        2.2753
 176  76  171.00   61.00        1.9999
 177  76  173.00   61.00        1.7246
 178  76  175.00   61.00        1.7143
 179  76  177.00   61.00        1.6837
 180  76  179.00   61.00        1.6837
   1  77 -179.00   63.00        2.6528
   2  77 -177.00   63.00        2.6528
   3  77 -175.00   63.00        2.6454
   4  77 -173.00   63.00        2.6429
   5  77 -171.00   63.00        2.5930
   6  77 -169.00   63.00        2.5431
   7  77 -167.00   63.00        2.5213
   8  77 -165.00   63.00        2.4561
   9  77 -163.00   63.00        2.4561
  10  77 -161.00   63.00        2.4181
  11  77 -159.00   63.00        2.4181
  12  77 -157.00   63.00        2.4038
  13  77 -155.00   63.00        2.3990
  14  77 -153.00   63.00        2.3754
  15  77 -151.00   63.00        2.3517
  16  77 -149.00   63.00        2.3411
  17  77 -147.00   63.00        2.3094
